iter	Passed	Remaining
1301	52547	12026
1302	52596	11988
1303	52641	11949
1304	52687	11910
1305	52730	11870
1306	52775	11831
1307	52818	11791
1308	52864	11752
1309	52905	11711
1310	52950	11672
1311	52993	11632
1312	53039	11593
1313	53086	11554
1314	53129	11514
1315	53176	11475
1316	53220	11436
1317	53266	11396
1318	53315	11358
1319	53360	11318
1320	53411	11280
1321	53456	11241
1322	53501	11201
1323	53547	11162
1324	53593	11123
1325	53638	11083
1326	53684	11044
1327	53733	11005
1328	53775	10965
1329	53819	10925
1330	53865	10886
1331	53908	10846
1332	53951	10806
1333	53999	10767
1334	54045	10728
1335	54092	10688
1336	54136	10649
1337	54182	10609
1338	54227	10570
1339	54279	10531
1340	54326	10492
1341	54369	10452
1342	54415	10413
1343	54462	10373
1344	54506	10333
1345	54556	10295
1346	54602	10255
1347	54646	10215
1348	54690	10175
1349	54734	10135
1350	54775	10095
1351	54824	10056
1352	54865	10016
1353	54908	9976
1354	54953	9936
1355	55000	9896
1356	55047	9857
1357	55097	9818
1358	55142	9778
1359	55187	9739
1360	55234	9699
1361	55282	9660
1362	55330	9620
1363	55379	9581
1364	55426	9542
1365	55474	9503
1366	55519	9463
1367	55564	9423
1368	55610	9383
1369	55658	9344
1370	55701	9303
1371	55745	9263
1372	55791	9224
1373	55832	9183
1374	55878	9143
1375	55929	9104
1376	55974	9064
1377	56020	9024
1378	56063	8984
1379	56108	8944
1380	56154	8904
1381	56204	8865
1382	56252	8826
1383	56300	8786
1384	56347	8747
1385	56394	8707
1386	56441	8667
1387	56494	8628
1388	56548	8590
1389	56591	8549
1390	56641	8510
1391	56685	8470
1392	56733	8430
1393	56781	8390
1394	56827	8350
1395	56872	8310
1396	56915	8270
1397	56959	8230
1398	57004	8190
1399	57048	8149
1400	57099	8110
1401	57141	8069
1402	57189	8030
1403	57238	7990
1404	57283	7950
1405	57330	7910
1406	57380	7870
1407	57425	7830
1408	57471	7790
1409	57518	7750
1410	57564	7710
1411	57611	7670
1412	57661	7631
1413	57704	7590
1414	57747	7550
1415	57792	7509
1416	57836	7469
1417	57880	7428
1418	57926	7388
1419	57975	7349
1420	58024	7309
1421	58068	7268
1422	58111	7228
1423	58156	7187
1424	58201	7147
1425	58258	7108
1426	58300	7067
1427	58345	7027
1428	58389	6987
1429	58435	6946
1430	58480	6906
1431	58530	6866
1432	58581	6827
1433	58624	6786
1434	58667	6745
1435	58712	6705
1436	58756	6664
1437	58801	6624
1438	58848	6584
1439	58893	6543
1440	58937	6503
1441	58980	6462
1442	59025	6422
1443	59070	6381
1444	59115	6341
1445	59163	6300
1446	59209	6260
1447	59257	6220
1448	59302	6179
1449	59347	6139
1450	59395	6099
1451	59446	6059
1452	59493	6019
1453	59539	5978
1454	59583	5937
1455	59628	5897
1456	59674	5856
1457	59718	5816
1458	59765	5775
1459	59811	5735
1460	59856	5694
1461	59898	5653
1462	59943	5613
1463	59990	5572
1464	60038	5532
1465	60087	5492
1466	60132	5451
1467	60179	5411
1468	60223	5370
1469	60268	5329
1470	60314	5289
1471	60365	5249
1472	60411	5208
1473	60456	5167
1474	60500	5127
1475	60545	5086
1476	60591	5045
1477	60637	5005
1478	60687	4964
1479	60728	4923
1480	60771	4883
1481	60816	4842
1482	60862	4801
1483	60907	4760
1484	60950	4720
1485	61005	4680
1486	61047	4639
1487	61093	4598
1488	61140	4557
1489	61187	4517
1490	61240	4476
1491	61290	4436
1492	61338	4395
1493	61384	4355
1494	61432	4314
1495	61482	4274
1496	61525	4233
1497	61568	4192
1498	61617	4151
1499	61660	4110
1500	61702	4069
1501	61746	4028
1502	61791	3987
1503	61836	3947
1504	61881	3906
1505	61931	3865
1506	61977	3824
1507	62021	3783
1508	62066	3742
1509	62112	3702
1510	62158	3661
1511	62208	3620
1512	62252	3579
1513	62302	3539
1514	62345	3497
1515	62392	3457
1516	62436	3416
1517	62481	3375
1518	62526	3334
1519	62571	3293
1520	62621	3252
1521	62666	3211
1522	62708	3170
1523	62751	3129
1524	62794	3088
1525	62841	3047
1526	62886	3006
1527	62935	2965
1528	62982	2924
1529	63025	2883
1530	63070	2842
1531	63115	2801
1532	63159	2760
1533	63206	2719
1534	63251	2678
1535	63297	2637
1536	63340	2596
1537	63386	2555
1538	63431	2514
1539	63479	2473
1540	63523	2432
1541	63571	2391
1542	63616	2350
1543	63661	2308
1544	63706	2267
1545	63750	2226
1546	63795	2185
1547	63842	2144
1548	63886	2103
1549	63933	2062
1550	63982	2021
1551	64026	1980
1552	64070	1939
1553	64115	1897
1554	64164	1856
1555	64213	1815
1556	64261	1774
1557	64305	1733
1558	64358	1692
1559	64405	1651
1560	64450	1610
1561	64496	1569
1562	64546	1527
1563	64595	1486
1564	64641	1445
1565	64685	1404
1566	64728	1363
1567	64772	1321
1568	64817	1280
1569	64861	1239
1570	64910	1198
1571	64953	1156
1572	64998	1115
1573	65042	1074
1574	65087	1033
1575	65135	991
1576	65187	950
1577	65235	909
1578	65279	868
1579	65322	826
1580	65368	785
1581	65414	744
1582	65458	702
1583	65505	661
1584	65554	620
1585	65598	579
1586	65642	537
1587	65685	496
1588	65728	455
1589	65773	413
1590	65818	372
1591	65867	330
1592	65911	289
1593	65957	248
1594	65999	206
1595	66044	165
1596	66089	124
1597	66138	82
1598	66187	41
1599	66235	0
