iter	Logloss
321	0.1845088509
322	0.1844701117
323	0.1844327735
324	0.1843828451
325	0.1843468454
326	0.1842916913
327	0.1842458246
328	0.1842106576
329	0.1841837899
330	0.1841598147
331	0.1841190737
332	0.1840793653
333	0.1840577235
334	0.1840258737
335	0.184003898
336	0.1839559586
337	0.1838974683
338	0.1838557649
339	0.1838196869
340	0.1837864646
341	0.1837552806
342	0.1837069393
343	0.1836694037
344	0.1836431167
345	0.1836034811
346	0.1835642828
347	0.1835117207
348	0.1834819234
349	0.1833930594
350	0.1833754417
351	0.1833166246
352	0.1832886975
353	0.1832623314
354	0.1832341369
355	0.1831833638
356	0.183112491
357	0.1830765593
358	0.1830379878
359	0.1829732661
360	0.1829355947
361	0.1828866677
362	0.1828423853
363	0.1828014701
364	0.1827784445
365	0.182760388
366	0.1827286197
367	0.182694454
368	0.1826156777
369	0.182587416
370	0.1825531443
371	0.1825143192
372	0.1824909456
373	0.1824620359
374	0.1824273621
375	0.1823982581
376	0.182352496
377	0.182273682
378	0.1822406421
379	0.182222326
380	0.1821926843
381	0.1821508733
382	0.1821134932
383	0.1820869146
384	0.1820409878
385	0.1820009992
386	0.1819698593
387	0.1819506953
388	0.1819196351
389	0.1818798315
390	0.1818616207
391	0.1818373957
392	0.1817928928
393	0.1817426064
394	0.1816902257
395	0.1816615926
396	0.1816218962
397	0.181589049
398	0.1815397937
399	0.1814870905
400	0.1814597265
401	0.1814248477
402	0.181387575
403	0.1813561241
404	0.1813213801
405	0.1812953946
406	0.1812583491
407	0.1812166684
408	0.1811892177
409	0.1811395698
410	0.1811021239
411	0.1810845144
412	0.1810495236
413	0.1810134041
414	0.1809750178
415	0.1809518605
416	0.1809212148
417	0.1808897996
418	0.1808551729
419	0.1808334618
420	0.1807993093
421	0.1807610316
422	0.180737399
423	0.1806658551
424	0.1806281575
425	0.1806118539
426	0.1805900721
427	0.1805774788
428	0.1805624303
429	0.1805382881
430	0.1804861422
431	0.180436938
432	0.1804024811
433	0.1803831792
434	0.1803316225
435	0.1803094478
436	0.1802847097
437	0.1802446956
438	0.1802207752
439	0.1801961447
440	0.1801646164
441	0.1801255472
442	0.1801073664
443	0.180075791
444	0.1800538343
445	0.1800230179
446	0.1799862452
447	0.179958887
448	0.1799020689
449	0.1798749677
450	0.1798580172
451	0.179826184
452	0.1797750125
453	0.1797417333
454	0.179723377
455	0.1796960293
456	0.1796785276
457	0.1796523347
458	0.17961577
459	0.1796023533
460	0.1795622799
461	0.1795188182
462	0.1794945515
463	0.1794670033
464	0.1794268786
465	0.1794001513
466	0.1793819142
467	0.1793805759
468	0.1793620961
469	0.1793495399
470	0.1793285375
471	0.1792917607
472	0.1792580794
473	0.1792144143
474	0.1791779246
475	0.1791526294
476	0.1791192412
477	0.1790792325
478	0.1790143243
479	0.1789653862
480	0.1789327348
481	0.178899129
482	0.1788567074
483	0.1788241791
484	0.1788033054
485	0.1787814815
486	0.1787590313
487	0.1787316281
488	0.1787126932
489	0.1786672904
490	0.1786584553
491	0.1786416651
492	0.1786263345
493	0.1785958147
494	0.178555668
495	0.1785257274
496	0.1785004355
497	0.1784762156
498	0.1784441668
499	0.1784261822
500	0.1783951261
501	0.1783460025
502	0.1783151355
503	0.1782733925
504	0.1782595401
505	0.1782316123
506	0.1781723959
507	0.1781428927
508	0.1781192438
509	0.178104501
510	0.1780701023
511	0.1780350256
512	0.1780068683
513	0.1779886995
514	0.1779688536
515	0.1779562446
516	0.1779415355
517	0.1779296261
518	0.1778982752
519	0.1778815951
520	0.1778570315
521	0.1778383247
522	0.1777893771
523	0.1777609492
524	0.1777282818
525	0.1777090595
526	0.1776869045
527	0.1776552935
528	0.177620973
529	0.1775913923
530	0.1775756679
531	0.1775388984
532	0.1775096833
533	0.1774506249
534	0.177412326
535	0.1773833139
536	0.1773485257
537	0.1773127746
538	0.1772838685
539	0.1772477192
540	0.177234984
541	0.1772007329
542	0.177178407
543	0.1771651814
544	0.1771325031
545	0.1770977349
546	0.1770780396
547	0.1770398568
548	0.1770266027
549	0.1770100777
550	0.1769748389
551	0.1769566606
552	0.1769446363
553	0.176925541
554	0.1769046842
555	0.176876861
556	0.1768390449
557	0.1768253052
558	0.1768133439
559	0.176782885
560	0.1767391263
561	0.1767273477
562	0.1766840471
563	0.1766363344
564	0.1766233796
565	0.1765946855
566	0.1765845222
567	0.176545938
568	0.1765208258
569	0.176466394
570	0.1764472885
571	0.1764349438
572	0.1764296922
573	0.1764163054
574	0.1763967076
575	0.176374265
576	0.1763377359
577	0.1763197505
578	0.176282129
579	0.1762453842
580	0.1761817089
581	0.176145232
582	0.1761202248
583	0.1761091921
584	0.1760904304
585	0.1760547353
586	0.1760318019
587	0.1759949337
588	0.175946581
589	0.1759209555
590	0.1759027696
591	0.17587674
592	0.1758512819
593	0.1758268027
594	0.1758123778
595	0.1757868282
596	0.1757435491
597	0.1757299847
598	0.1757095504
599	0.1756773762
600	0.1756642824
601	0.1756338555
602	0.175626425
603	0.1756071245
604	0.175577706
605	0.1755295898
606	0.1754860745
607	0.1754648321
608	0.175446667
609	0.1754256009
610	0.1753967587
611	0.1753847204
612	0.1753423048
613	0.175313226
614	0.1752951161
615	0.1752440619
616	0.1752260085
617	0.1752003141
618	0.1751901369
619	0.1751773531
620	0.1751473861
621	0.1751387436
622	0.175121422
623	0.1750928261
624	0.1750745428
625	0.175056752
626	0.1750284145
627	0.175008746
628	0.174984798
629	0.1749592488
630	0.1749376501
631	0.1749191641
632	0.1749031862
633	0.1748747852
634	0.1748440089
635	0.174834214
636	0.1748060805
637	0.1747687584
638	0.1747471269
639	0.17472627
640	0.1746889234
641	0.1746604137
642	0.1746345518
643	0.1746204672
644	0.1746042715
645	0.1745848345
646	0.1745500052
647	0.1745179717
648	0.1745059282
649	0.1744990737
650	0.1744691725
651	0.1744531318
652	0.1744262458
653	0.1744078228
654	0.174384156
655	0.1743626963
656	0.1743365524
657	0.1743163201
658	0.1742939871
659	0.1742722167
660	0.1742298323
661	0.1742198556
662	0.1741921949
663	0.1741561806
664	0.1741331407
665	0.1741120561
666	0.1740765027
667	0.1740506596
668	0.1740472756
669	0.1740317091
670	0.1740161031
671	0.1740032331
672	0.1739890629
673	0.1739628648
674	0.1739439422
675	0.1739135331
676	0.1738916931
677	0.1738763478
678	0.173866865
679	0.1738559126
680	0.173829135
681	0.1738161747
682	0.17377482
683	0.1737395889
684	0.1737219353
685	0.1737022424
686	0.1736835391
687	0.1736632572
688	0.1736584999
689	0.1736481135
690	0.1736345998
691	0.1736196676
692	0.1736039661
693	0.1735848491
694	0.1735399403
695	0.173517213
696	0.1734907975
697	0.1734694693
698	0.1734485087
699	0.1734240524
700	0.1734093909
701	0.1733812687
702	0.1733632862
703	0.1733412835
704	0.1733233838
705	0.1733060353
706	0.173280444
707	0.1732654203
708	0.1732376502
709	0.1732024141
710	0.1731828847
711	0.1731623948
712	0.1731357534
713	0.173110121
714	0.1730781754
715	0.1730358965
716	0.173027249
717	0.1730037421
718	0.1729763411
719	0.1729407222
720	0.1729217576
721	0.1728945812
722	0.1728789869
723	0.1728578607
724	0.1728387198
725	0.172815234
726	0.1727794792
727	0.1727495989
728	0.1727295951
729	0.1727245026
730	0.1727093505
731	0.1726791677
732	0.1726486396
733	0.1726235698
734	0.1725943418
735	0.1725767295
736	0.1725526463
737	0.1725107818
738	0.1724964633
739	0.172472125
740	0.1724603101
741	0.1724240548
742	0.1724064151
743	0.1723680325
744	0.1723576599
745	0.1723427105
746	0.1723006831
747	0.1722761121
748	0.1722683289
749	0.1722590891
750	0.1722406467
751	0.1722235783
752	0.1722141351
753	0.1722019715
754	0.1721928737
755	0.1721690861
756	0.172141743
757	0.1721307135
758	0.1721106696
759	0.1720969199
760	0.1720829527
761	0.172050014
762	0.1720289934
763	0.1720010058
764	0.1719682973
765	0.1719316682
766	0.1719000532
767	0.1718876255
768	0.1718834846
769	0.1718725804
770	0.1718350758
771	0.1718256353
772	0.1717968298
773	0.1717774888
774	0.1717564807
775	0.1717311283
776	0.1717151027
777	0.1716706994
778	0.1716488396
779	0.1716403903
780	0.1716110811
781	0.1715898634
782	0.1715432593
783	0.1715084863
784	0.1714935921
785	0.17147869
786	0.1714670023
787	0.1714467823
788	0.1714280854
789	0.1714118104
790	0.1713872509
791	0.1713624723
792	0.1713387731
793	0.171333847
794	0.1713175038
795	0.1713017655
796	0.1712882364
797	0.1712709584
798	0.1712531619
799	0.1712371882
800	0.1712251259
801	0.171202288
802	0.1711586647
803	0.1711499366
804	0.1711325294
805	0.1711108945
806	0.171102753
807	0.1710740636
808	0.1710406905
809	0.1710145912
810	0.1709813617
811	0.1709731324
812	0.17094334
813	0.1709128959
814	0.1708874891
815	0.1708625037
816	0.1708437003
817	0.1708242032
818	0.1707947633
819	0.1707695266
820	0.1707539154
821	0.1707145076
822	0.1706832835
823	0.170660633
824	0.1706467217
825	0.1706328247
826	0.1706108113
827	0.170583265
828	0.1705749086
829	0.1705532549
830	0.170531529
831	0.1705109638
832	0.1704799442
833	0.1704590074
834	0.1704380926
835	0.1704276796
836	0.1704104046
837	0.1703964678
838	0.170383641
839	0.1703548952
840	0.1703387461
841	0.1703260298
842	0.1703207438
843	0.1702878218
844	0.1702758128
845	0.1702538736
846	0.1702492146
847	0.1702257182
848	0.1702121333
849	0.1701843391
850	0.1701636282
851	0.1701372616
852	0.1701232052
853	0.1701137
854	0.1700953873
855	0.1700696607
856	0.1700583026
857	0.170035906
858	0.170025513
859	0.1699991195
860	0.1699796687
861	0.1699644053
862	0.1699472205
863	0.1699413456
864	0.1699311151
865	0.169908962
866	0.1698883264
867	0.1698785132
868	0.1698608615
869	0.1698418988
870	0.169822379
871	0.1697876479
872	0.1697709712
873	0.1697439064
874	0.1697336775
875	0.1697087736
876	0.1696977817
877	0.1696771652
878	0.1696663744
879	0.1696554126
880	0.1696236372
881	0.1696035595
882	0.1695683983
883	0.1695460753
884	0.1695278914
885	0.1695104481
886	0.1695026637
887	0.1694876884
888	0.1694608603
889	0.1694348876
890	0.1694230118
891	0.1694043218
892	0.1693703736
893	0.1693589607
894	0.1693359614
895	0.169307153
896	0.169279926
897	0.1692681001
898	0.1692611525
899	0.1692194383
900	0.1692101276
901	0.1691933134
902	0.1691748158
903	0.1691610603
904	0.1691491522
905	0.1691138294
906	0.1690932404
907	0.1690616693
908	0.1690246381
909	0.1690211964
910	0.1689732256
911	0.1689590818
912	0.1689341635
913	0.1689157625
914	0.168905913
915	0.1688782143
916	0.1688676923
917	0.168834452
918	0.1688173887
919	0.1687987359
920	0.1687730508
921	0.1687647513
922	0.1687487667
923	0.1687337736
924	0.1687102942
925	0.16868801
926	0.16867262
927	0.1686595265
928	0.1686493619
929	0.1686335901
930	0.1686201002
931	0.1686052857
932	0.1685793403
933	0.168552097
934	0.1685289225
935	0.1685067235
936	0.1684870459
937	0.1684809982
938	0.1684570717
939	0.1684349045
940	0.1684069043
941	0.1683848668
942	0.1683643339
943	0.1683491893
944	0.1683227506
945	0.1683164688
946	0.1682990919
947	0.1682854538
948	0.1682612562
949	0.1682490749
950	0.1682295947
951	0.1682018349
952	0.1681738495
953	0.1681490162
954	0.1681409592
955	0.1681199547
956	0.1681026626
957	0.1680829819
958	0.1680488202
959	0.168029926
960	0.1680145398
961	0.1679872525
962	0.1679688252
963	0.1679410561
964	0.1679198242
965	0.1678965659
966	0.1678770836
967	0.1678498525
968	0.1678340565
969	0.1678181453
970	0.1677852621
971	0.1677554415
972	0.1677257437
973	0.167706454
974	0.1676976919
975	0.1676706627
976	0.167659924
977	0.1676259347
978	0.1676158508
979	0.1676005845
980	0.1675844216
981	0.1675708627
982	0.1675494135
983	0.1675374949
984	0.1675241253
985	0.1675105344
986	0.1674681413
987	0.1674383557
988	0.1674276847
989	0.1674079355
990	0.1673900165
991	0.1673704646
992	0.1673545469
993	0.1673399505
994	0.167317152
995	0.1672928814
996	0.1672614425
997	0.1672387582
998	0.1672045753
999	0.1671822936
1000	0.1671614723
1001	0.1671455223
1002	0.1671195873
1003	0.1671043625
1004	0.1670843189
1005	0.1670704278
1006	0.1670624639
1007	0.1670525452
1008	0.1670292544
1009	0.1670125472
1010	0.1669972541
1011	0.1669745857
1012	0.1669442721
1013	0.1669339263
1014	0.166897407
1015	0.1668792146
1016	0.1668529462
1017	0.1668320576
1018	0.1667981378
1019	0.1667825435
1020	0.1667600584
1021	0.1667467668
1022	0.1667283578
1023	0.1667078788
1024	0.166677341
1025	0.1666636615
1026	0.1666484599
1027	0.1666400861
1028	0.1666214318
1029	0.1665978488
1030	0.1665710375
1031	0.1665577842
1032	0.1665438416
1033	0.1665332639
1034	0.1665009572
1035	0.1664732949
1036	0.1664541936
1037	0.1664474583
1038	0.1664397905
1039	0.1664283534
1040	0.1664069325
1041	0.1663774754
1042	0.1663470718
1043	0.1663361899
1044	0.1663244777
1045	0.1662946407
1046	0.1662809091
1047	0.1662661877
1048	0.1662573407
1049	0.1662404251
1050	0.1662166922
1051	0.1662048315
1052	0.1661964741
1053	0.1661739812
1054	0.1661524338
1055	0.1661369965
1056	0.1661084191
1057	0.1660851328
1058	0.1660591205
1059	0.1660414477
1060	0.1660229739
1061	0.1660065373
1062	0.1659810791
1063	0.1659725812
1064	0.1659514732
1065	0.1659228104
1066	0.1659022676
1067	0.1658808959
1068	0.1658581718
1069	0.1658367962
1070	0.1658259037
1071	0.1658099069
1072	0.1657789526
1073	0.165750946
1074	0.1657266365
1075	0.1656889994
1076	0.1656659221
1077	0.1656381255
1078	0.1656118836
1079	0.1655864105
1080	0.1655600782
1081	0.1655444566
1082	0.1655167259
1083	0.1655045445
1084	0.1654928833
1085	0.1654713411
1086	0.1654583969
1087	0.1654506693
1088	0.1654303061
1089	0.1654134951
1090	0.1653841787
1091	0.1653565001
1092	0.1653217338
1093	0.1653159478
1094	0.1652925929
1095	0.1652743698
1096	0.1652622096
1097	0.1652387893
1098	0.1652200907
1099	0.1651996021
1100	0.1651808567
1101	0.1651502378
1102	0.1651276088
1103	0.1651022187
1104	0.1650732971
1105	0.1650458297
1106	0.1650096128
1107	0.1649749322
1108	0.1649521617
1109	0.164928458
1110	0.1649060665
1111	0.1648833031
1112	0.1648601703
1113	0.1648390336
1114	0.164816526
1115	0.1648026632
1116	0.1647830782
1117	0.1647641742
1118	0.1647563876
1119	0.164740486
1120	0.1647235582
1121	0.1647055932
1122	0.1646726383
1123	0.1646448835
1124	0.1646343028
1125	0.1646232141
1126	0.1646037288
1127	0.1645729394
1128	0.1645498306
1129	0.1645394343
1130	0.1644997113
1131	0.164478026
1132	0.1644651819
1133	0.1644574083
1134	0.1644317948
1135	0.1644138711
1136	0.164394546
1137	0.1643651273
1138	0.1643496784
1139	0.1643254627
1140	0.1642980053
1141	0.1642819009
1142	0.1642584467
1143	0.1642276247
1144	0.1642002383
1145	0.1641725488
1146	0.164142101
1147	0.1641356551
1148	0.1641178093
1149	0.1640853858
1150	0.1640654021
1151	0.1640422289
1152	0.1640158362
1153	0.163997909
1154	0.1639788399
1155	0.1639362108
1156	0.1639033624
1157	0.1638726838
1158	0.1638522792
1159	0.1638285678
1160	0.1638032829
1161	0.1637893905
1162	0.1637666962
1163	0.1637447174
1164	0.1637239381
1165	0.1637070482
1166	0.1636887685
1167	0.1636711804
1168	0.16365113
1169	0.1636192141
1170	0.1635959645
1171	0.1635626646
1172	0.163554136
1173	0.1635360797
1174	0.1635225237
1175	0.1635027029
1176	0.1634775053
1177	0.1634584896
1178	0.1634295995
1179	0.163415812
1180	0.1633879579
1181	0.1633545178
1182	0.1633281869
1183	0.1633091613
1184	0.1632873075
1185	0.1632773792
1186	0.1632425848
1187	0.1632232841
1188	0.1632016565
1189	0.1631730114
1190	0.1631562987
1191	0.1631365875
1192	0.1631154955
1193	0.163095713
1194	0.1630754189
1195	0.1630572842
1196	0.1630198924
1197	0.162994275
1198	0.1629702398
1199	0.1629513865
1200	0.1629221645
1201	0.1628929862
1202	0.1628830316
1203	0.162858436
1204	0.1628450069
1205	0.1628282536
1206	0.162816567
1207	0.1628005685
1208	0.1627736625
1209	0.1627426037
1210	0.1627175803
1211	0.1627003469
1212	0.1626638496
1213	0.1626430773
1214	0.1626120083
1215	0.1625813832
1216	0.1625567712
1217	0.162538411
1218	0.1625174478
1219	0.1624947174
1220	0.1624705683
1221	0.1624428017
1222	0.1624149301
1223	0.1623982571
1224	0.1623789436
1225	0.1623448106
1226	0.1623217625
1227	0.1623019577
1228	0.1622921452
1229	0.1622529258
1230	0.1622363187
1231	0.1622179646
1232	0.1622025879
1233	0.1621884539
1234	0.1621655762
1235	0.1621495863
1236	0.1621305854
1237	0.1621128055
1238	0.1621005973
1239	0.1620811617
1240	0.1620610865
1241	0.1620344189
1242	0.1620208717
1243	0.1619972723
1244	0.1619713326
1245	0.1619508943
1246	0.1619343658
1247	0.1619158048
1248	0.1618923305
1249	0.1618732259
1250	0.1618583369
1251	0.1618429843
1252	0.1618215234
1253	0.1618013682
1254	0.1617900514
1255	0.1617620636
1256	0.1617474742
1257	0.1617130146
1258	0.1617019006
1259	0.1616903609
1260	0.161673858
1261	0.1616556245
1262	0.1616210219
1263	0.1616060692
1264	0.1615869675
1265	0.1615757495
1266	0.1615580876
1267	0.1615343966
1268	0.1615124655
1269	0.1615008322
1270	0.1614801947
1271	0.1614587016
1272	0.161435358
1273	0.1614078815
1274	0.1613828689
1275	0.161361506
1276	0.1613503358
1277	0.1613215381
1278	0.1613028771
1279	0.1612795441
1280	0.1612507909
1281	0.1612316436
1282	0.1612158644
1283	0.1611930316
1284	0.1611678006
1285	0.1611529877
1286	0.161133978
1287	0.1610975969
1288	0.1610747982
1289	0.1610548959
1290	0.1610354353
1291	0.1610132724
1292	0.1609933189
1293	0.1609664716
1294	0.1609393651
1295	0.1609266169
1296	0.1609105337
1297	0.1608970211
1298	0.1608816039
1299	0.1608627502
1300	0.1608513665
1301	0.1608348153
1302	0.1608138412
1303	0.1607957839
1304	0.1607665408
1305	0.1607525213
1306	0.1607358532
1307	0.1607129388
1308	0.1607009501
1309	0.1606931581
1310	0.1606668802
1311	0.1606516735
1312	0.1606260966
1313	0.1606045551
1314	0.1605939227
1315	0.1605653992
1316	0.1605451038
1317	0.160536061
1318	0.1605106244
1319	0.1604954418
1320	0.1604780126
1321	0.1604637751
1322	0.1604413758
1323	0.160421401
1324	0.1603982305
1325	0.1603854129
1326	0.160361434
1327	0.16033935
1328	0.160323653
1329	0.1602921021
1330	0.160270282
1331	0.1602582343
1332	0.1602533547
1333	0.1602327867
1334	0.1601990079
1335	0.1601644666
1336	0.1601461106
1337	0.16013003
1338	0.1601123691
1339	0.1600961922
1340	0.1600797027
1341	0.1600679632
1342	0.1600531545
1343	0.1600318937
1344	0.1600124731
1345	0.1599914412
1346	0.1599685574
1347	0.1599430291
1348	0.1599255425
1349	0.1599135862
1350	0.1599026704
1351	0.1598789547
1352	0.1598681033
1353	0.1598485815
1354	0.1598225481
1355	0.1598023496
1356	0.159771488
1357	0.1597486768
1358	0.1597208415
1359	0.1597016905
1360	0.1596778176
1361	0.1596581607
1362	0.1596274645
1363	0.159607022
1364	0.1595726168
1365	0.1595397525
1366	0.1595143553
1367	0.1594996036
1368	0.1594831091
1369	0.159472683
1370	0.1594571806
1371	0.1594254744
1372	0.1594072772
1373	0.1593977939
1374	0.1593623352
1375	0.1593350824
1376	0.1593133977
1377	0.1592997528
1378	0.1592845396
1379	0.1592671142
1380	0.1592313526
1381	0.1592157804
1382	0.1592009862
1383	0.1591764737
1384	0.1591519447
1385	0.1591326272
1386	0.1591044013
1387	0.1590838706
1388	0.1590689486
1389	0.1590569384
1390	0.1590305627
1391	0.159013813
1392	0.1589889819
1393	0.1589610283
1394	0.1589463658
1395	0.1589228611
1396	0.1589133448
1397	0.1588828037
1398	0.1588640795
1399	0.1588575664
1400	0.158830591
1401	0.1588236359
1402	0.158792778
1403	0.1587660514
1404	0.1587481216
1405	0.1587337965
1406	0.1587197266
1407	0.1587054054
1408	0.1586846757
1409	0.1586609111
1410	0.158631086
1411	0.158596091
1412	0.1585731458
1413	0.1585545174
1414	0.1585391419
1415	0.1585182678
1416	0.1585012085
1417	0.1584868548
1418	0.1584637167
1419	0.1584409951
1420	0.158410735
1421	0.1583949725
1422	0.1583748741
1423	0.1583537097
1424	0.1583297785
1425	0.1583045164
1426	0.1582931772
1427	0.1582690666
1428	0.158250544
1429	0.1582250477
1430	0.1582105025
1431	0.1581894884
1432	0.1581618876
1433	0.1581488303
1434	0.1581374785
1435	0.1581153628
1436	0.1580972762
1437	0.1580734403
1438	0.1580524483
1439	0.1580320399
1440	0.1580091168
1441	0.1579938102
1442	0.157970017
1443	0.1579560664
1444	0.1579323773
1445	0.1579235851
1446	0.1579021043
1447	0.1578788533
1448	0.1578540233
1449	0.1578425913
1450	0.1578198818
1451	0.1578000866
1452	0.1577793234
1453	0.1577560651
1454	0.1577482654
1455	0.1577288084
1456	0.1577068081
1457	0.1576844601
1458	0.1576665404
1459	0.1576412591
1460	0.1576258778
1461	0.1576079453
1462	0.1575834844
1463	0.1575591138
1464	0.1575292757
1465	0.1575036374
1466	0.1574812456
1467	0.1574562787
1468	0.157449446
1469	0.1574404278
1470	0.1574235003
1471	0.1573986906
1472	0.1573875602
1473	0.157363202
1474	0.1573465281
1475	0.1573362843
1476	0.1573201423
1477	0.1573009572
1478	0.1572770485
1479	0.1572677176
1480	0.1572576282
1481	0.1572357307
1482	0.1572179625
1483	0.1571944997
1484	0.1571864658
1485	0.1571798568
1486	0.1571717009
1487	0.1571527309
1488	0.1571298157
1489	0.1571121596
1490	0.1570981262
1491	0.157083265
1492	0.1570654332
1493	0.1570516121
1494	0.1570270064
1495	0.1570073588
1496	0.1570007725
1497	0.1569944313
1498	0.1569793479
1499	0.1569716476
1500	0.1569677469
1501	0.1569523608
1502	0.1569282111
1503	0.1569105776
1504	0.1568957588
1505	0.1568736577
1506	0.156856476
1507	0.1568493464
1508	0.1568238934
1509	0.1568075263
1510	0.1568001212
1511	0.1567877333
1512	0.1567740006
1513	0.1567606726
